Open Shifts Report for New York Market (1/6/2020 - 1/31/2020),,,,,,
Date,Location,Shift Name,Start,End,Hours,Comments
1/10/2020,NY W. 69th Staff: 118S,RT,2:00 PM,8:00 PM,6,
1/11/2020,NY Astoria Staff: 128S,Scribe,11:00 AM,5:00 PM,6,
1/11/2020,NY Dobbs Ferry Staff: 136S,MA,9:00 AM,5:00 PM,8,
1/11/2020,NY Dobbs Ferry Staff: 136S,RT,9:00 AM,5:00 PM,8,
1/11/2020,NY Dongan Hills Staff: 111S,Scribe,8:00 AM,8:00 PM,12,
1/11/2020,NY Eltingville Staff: 152S,Scribe,11:00 AM,5:00 PM,6,
1/11/2020,NY Forest Hills Staff: 101S,Scribe,2:00 PM,5:00 PM,3,
1/11/2020,NY GoFollow Staff: 100GFS,CCrep3,9:00 AM,5:00 PM,8,
1/11/2020,NY GoFollow Staff: 100GFS,CCrep4,9:00 AM,5:00 PM,8,
1/11/2020,NY Great Neck Staff: 144S,Scribe,2:00 PM,5:00 PM,3,
1/11/2020,NY Huntington Staff: 161S,Scribe,9:00 AM,5:00 PM,8,
1/11/2020,NY Lake Grove Staff: 142S,Scribe,9:00 AM,5:00 PM,8,
1/11/2020,NY Levittown Staff: 120S,Scribe,8:00 AM,2:00 PM,6,
1/11/2020,NY Lynbrook Staff: 130S,UN RT,5:00 PM,9:00 PM,4,
1/11/2020,NY Massapequa Staff: 102S,Scribe,8:00 AM,4:00 PM,8,
1/11/2020,NY New Rochelle Staff: 121S,Scribe,9:00 AM,5:00 PM,8,
1/11/2020,NY Oceanside Staff: 151S,Scribe,9:00 AM,5:00 PM,8,
1/11/2020,NY Park Slope Staff: 145S,MA,9:00 AM,5:00 PM,8,
1/11/2020,NY Port Jefferson Staff: 601S,Scribe,9:00 AM,5:00 PM,8,
1/11/2020,NY Ridgewood Staff: 113S,RT,9:00 AM,5:00 PM,8,
1/11/2020,NY Riverhead Staff: 147S,Scribe,9:00 AM,5:00 PM,8,
1/11/2020,NY Sayville Staff: 157S,Scribe,9:00 AM,5:00 PM,8,
1/11/2020,NY Smithtown Staff: 135S,Scribe,9:00 AM,5:00 PM,8,
1/11/2020,NY Tarrytown Staff: 123S,MA,9:00 AM,5:00 PM,8,
1/11/2020,NY Tarrytown Staff: 123S,Scribe,9:00 AM,5:00 PM,8,
1/11/2020,NY Training: Staff: 100TRNS,Train,9:00 AM,5:00 PM,8,
1/11/2020,NY West Islip Staff: 114S,Scribe,9:00 AM,5:00 PM,8,
1/12/2020,NY Bellmore Staff: 115S,MA,2:00 PM,5:00 PM,3,
1/12/2020,NY Commack Staff: 133S,Scribe,9:00 AM,5:00 PM,8,
1/12/2020,NY Dobbs Ferry Staff: 136S,Scribe,9:00 AM,5:00 PM,8,
1/12/2020,NY Dongan Hills Staff: 111S,Scribe,8:00 AM,8:00 PM,12,
1/12/2020,NY E. 81st Staff: 124S,Scribe,9:00 AM,5:00 PM,8,
1/12/2020,NY Eltingville Staff: 152S,Scribe,9:00 AM,5:00 PM,8,
1/12/2020,NY Glen Cove Staff: 160S,Scribe,2:00 PM,5:00 PM,3,
1/12/2020,NY GoFollow Staff: 100GFS,CCrep3,9:00 AM,5:00 PM,8,
1/12/2020,NY GoFollow Staff: 100GFS,CCrep4,9:00 AM,5:00 PM,8,
1/12/2020,NY Great Kills Staff: 109S,Scribe,9:00 AM,5:00 PM,8,
1/12/2020,NY Great Neck Staff: 144S,Scribe,9:00 AM,5:00 PM,8,
1/12/2020,NY Lake Grove Staff: 142S,Scribe,9:00 AM,5:00 PM,8,
1/12/2020,NY Levittown Staff: 120S,MA,8:00 AM,2:00 PM,6,
1/12/2020,NY Massapequa Staff: 102S,Scribe,8:00 AM,4:00 PM,8,
1/12/2020,NY New Dorp Staff: 110S,MA,9:00 AM,5:00 PM,8,
1/12/2020,NY New Dorp Staff: 110S,RT,9:00 AM,5:00 PM,8,
1/12/2020,NY Oceanside Staff: 151S,Scribe,9:00 AM,5:00 PM,8,
1/12/2020,NY Port Jefferson Staff: 601S,Scribe,9:00 AM,5:00 PM,8,
